"personTc","loanId","incomeStabilityScore","debtToIncomeRatio","paymentDisciplineRatio","latePaymentSeverity","ageIncomeRatio","creditExperienceRatio","avgDebtPerCount","onTimeAmountRatio","lateDebtFrequency","monthlyPaymentCapacity","loanDurationExperience","collateralToIncome","collateralPerMonth","creditUtilizationRatio","age","monthlyIncome","employmentStatusCode","educationLevelCode","maritalStatusCode","loanTypeCode","loanTerm","totalDebtCount","totalDebtAmount","onTimeDebtCount","onTimeDebtAmount","lateDebtCount","lateDebtAmount","loanApplicationsLastYear","creditCardLimit","currentCardDebt","creditCardUsageDuration","collateralCount","totalCollateralValue","creditScore","eligibleLoanAmount"
"10000000002","567","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","833.3333333333334","15.0","11.755100800000001","9795.917333333335","0.625","22","25000.0","2","2","1","2","30","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","1","293877.52","18819","139538.0"
"10000000002","738","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","277.77777777777777","45.0","8.7537396","2431.5943333333335","0.625","22","25000.0","2","2","1","2","90","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","2","218843.49","17398","137034.0"
"10000000002","847","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","1388.888888888889","9.0","1.5897056","2207.9244444444444","0.625","22","25000.0","2","2","1","3","18","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","1","39742.64","13736","114124.0"
"10000000002","857","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","595.2380952380952","21.0","19.7676052","11766.431666666667","0.625","22","25000.0","2","2","1","2","42","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","2","494190.13","22905","164569.0"
"10000000002","908","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","520.8333333333334","24.0","4.495732","2341.5270833333334","0.625","22","25000.0","2","2","1","4","48","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","2","112393.3","15269","126389.0"
"10000000002","938","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","520.8333333333334","24.0","2.9542316","1538.6622916666665","0.625","22","25000.0","2","2","1","5","48","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","1","73855.79","14418","117536.0"
"10000000002","981","0.6000000000000001","0.48","0.6","0.3333333333333333","1136.3636363636363","0.09090909090909091","2400.0","0.6666666666666666","0.4","219.2982456140351","57.0","0.7895972","173.1572807017544","0.625","22","25000.0","2","2","1","2","114","5","12000.0","3","8000.0","2","4000.0","3","4000.0","2500.0","2","1","19739.93","13336","112124.0"
"10000000003","1099","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","152.17391304347825","27.6","6.190476190476191","942.0289855072464","0.0","24","21000.0","7","3","1","2","138","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","130000.0","13542","111000.0"
"10000000003","1139","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","350.0","12.0","0.0","0.0","0.0","24","21000.0","7","3","1","3","60","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","0","0.0","10862","93000.0"
"10000000003","3","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","583.3333333333334","7.2","0.7142857142857143","416.6666666666667","0.0","24","21000.0","7","3","1","1","36","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","15000.0","11242","99500.0"
"10000000003","365","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","269.2307692307692","15.6","3.068757619047619","826.2039743589744","0.0","24","21000.0","7","3","1","1","78","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","2","64443.91","12311","109444.0"
"10000000003","4","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","437.5","9.6","0.0","0.0","0.0","24","21000.0","7","3","1","2","48","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","0","0.0","10862","93000.0"
"10000000003","464","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","437.5","9.6","4.911982380952381","2148.992291666667","0.0","24","21000.0","7","3","1","2","48","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","103151.63","13005","108315.0"
"10000000003","499","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","269.2307692307692","15.6","0.7259523809523809","195.44871794871796","0.0","24","21000.0","7","3","1","3","78","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","15245.0","11247","99525.0"
"10000000003","5","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","175.0","24.0","119.04761904761905","20833.333333333332","0.0","24","21000.0","7","3","1","3","120","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","2500000.0","60942","348000.0"
"10000000003","585","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","166.66666666666666","25.2","6.807046190476191","1134.5076984126983","0.0","24","21000.0","7","3","1","2","126","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","2","142947.97","13881","117295.0"
"10000000003","786","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","152.17391304347825","27.6","6.615911904761904","1006.7692028985507","0.0","24","21000.0","7","3","1","2","138","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","138934.15","13721","111893.0"
"10000000003","826","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","350.0","12.0","1.0915333333333335","382.0366666666667","0.0","24","21000.0","7","3","1","3","60","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","22922.2","11400","100292.0"
"10000000003","999","0.6","2.857142857142857","1.0","0.0","875.0","0.20833333333333334","8571.42857142857","1.0","0.0","318.1818181818182","13.2","7.164648095238094","2279.6607575757575","0.0","24","21000.0","7","3","1","2","66","7","60000.0","7","60000.0","0","0.0","4","20000.0","0.0","5","1","150457.61","13951","113046.0"
"10000000004","1032","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","555.5555555555555","27.0","0.0","0.0","0.13333333333333333","26","30000.0","1","4","2","3","54","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","0","0.0","15385","115000.0"
"10000000004","1190","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","294.11764705882354","51.0","0.55","161.76470588235293","0.13333333333333333","26","30000.0","1","4","2","2","102","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","1","16500.0","15795","121650.0"
"10000000004","1219","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","714.2857142857143","21.0","0.0","0.0","0.13333333333333333","26","30000.0","1","4","2","1","42","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","0","0.0","15385","115000.0"
"10000000004","253","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","625.0","24.0","0.0","0.0","0.13333333333333333","26","30000.0","1","4","2","1","48","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","0","0.0","15385","115000.0"
"10000000004","6","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","1250.0","12.0","2.5","3125.0","0.13333333333333333","26","30000.0","1","4","2","1","24","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","1","75000.0","16965","127500.0"
"10000000004","611","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","555.5555555555555","27.0","6.5944666666666665","3663.5925925925926","0.13333333333333333","26","30000.0","1","4","2","1","54","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","2","197834.0","19502","144783.0"
"10000000004","7","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","1250.0","12.0","0.0","0.0","0.13333333333333333","26","30000.0","1","4","2","4","24","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","0","0.0","15385","115000.0"
"10000000004","719","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","555.5555555555555","27.0","109.86957133333334","61038.65074074074","0.13333333333333333","26","30000.0","1","4","2","3","54","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","2","3296087.14","81467","454609.0"
"10000000004","877","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","294.11764705882354","51.0","0.8305056666666666","244.2663725490196","0.13333333333333333","26","30000.0","1","4","2","2","102","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","1","24915.17","15963","122492.0"
"10000000004","906","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","714.2857142857143","21.0","1.6792376666666669","1199.4554761904762","0.13333333333333333","26","30000.0","1","4","2","1","42","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","2","50377.130000000005","16553","130038.0"
"10000000004","968","0.9","0.6","0.6666666666666666","0.2222222222222222","1153.8461538461538","0.07692307692307693","3000.0","0.7777777777777778","0.3333333333333333","384.61538461538464","39.0","11.527326333333333","4433.587051282051","0.13333333333333333","26","30000.0","1","4","2","2","78","6","18000.0","4","14000.0","2","4000.0","3","9000.0","1200.0","2","2","345819.79","22461","159582.0"
"10000000005","10","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","388.8888888888889","9.0","7.5","2916.6666666666665","0.0","28","28000.0","1","5","1","2","72","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","2","210000.0","16789","104000.0"
"10000000005","1022","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","518.5185185185185","6.75","0.4642857142857143","240.74074074074073","0.0","28","28000.0","1","5","1","2","54","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","1","13000.0","12769","79300.0"
"10000000005","11","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","194.44444444444446","18.0","0.0","0.0","0.0","28","28000.0","1","5","1","3","144","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","0","0.0","12429","73000.0"
"10000000005","1115","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","358.97435897435895","9.75","0.0","0.0","0.0","28","28000.0","1","5","1","5","78","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","0","0.0","12429","73000.0"
"10000000005","484","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","4666.666666666667","0.75","0.9939189285714286","4638.288333333333","0.0","28","28000.0","1","5","1","2","6","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","1","27829.73","13066","80783.0"
"10000000005","505","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","233.33333333333334","15.0","17.665089642857144","4121.85425","0.0","28","28000.0","1","5","1","2","120","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","1","494622.51","22401","127462.0"
"10000000005","709","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","518.5185185185185","6.75","12.956257500000001","6718.059444444445","0.0","28","28000.0","1","5","1","2","54","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","2","362775.21","19845","119278.0"
"10000000005","8","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","466.6666666666667","7.5","0.0","0.0","0.0","28","28000.0","1","5","1","5","60","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","0","0.0","12429","73000.0"
"10000000005","802","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","358.97435897435895","9.75","6.329899285714285","2272.2715384615385","0.0","28","28000.0","1","5","1","5","78","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","1","177237.18","16054","95724.0"
"10000000005","9","0.95","5.357142857142857","1.0","0.0","1000.0","0.2857142857142857","12500.0","1.0","0.0","777.7777777777778","4.5","107.14285714285714","83333.33333333333","0.0","28","28000.0","1","5","1","1","36","12","150000.0","12","150000.0","0","0.0","5","35000.0","0.0","8","1","3000000.0","72509","378000.0"
"10000000006","1121","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","1666.6666666666667","7.5","2.8","4666.666666666667","0.3333333333333333","30","50000.0","3","6","2","5","30","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","140000.0","28760","192800.0"
"10000000006","1122","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","438.5964912280702","28.5","0.12","52.63157894736842","0.3333333333333333","30","50000.0","3","6","2","1","114","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","6000.0","26080","179400.0"
"10000000006","12","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","1388.888888888889","9.0","0.24","333.3333333333333","0.3333333333333333","30","50000.0","3","6","2","1","36","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","12000.0","26200","180000.0"
"10000000006","13","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","1041.6666666666667","12.0","0.8","833.3333333333334","0.3333333333333333","30","50000.0","3","6","2","2","48","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","40000.0","26760","182800.0"
"10000000006","512","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","641.025641025641","19.5","59.409891599999995","38083.263846153844","0.3333333333333333","30","50000.0","3","6","2","3","78","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","2","2970494.5799999996","85450","480849.0"
"10000000006","628","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","1388.888888888889","9.0","3.4047486","4728.8175","0.3333333333333333","30","50000.0","3","6","2","5","36","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","2","170237.43","29445","200824.0"
"10000000006","808","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","1666.6666666666667","7.5","4.9975388","8329.231333333333","0.3333333333333333","30","50000.0","3","6","2","5","30","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","249876.94","30958","203788.0"
"10000000006","809","0.95","0.18","0.8","0.16666666666666666","1666.6666666666667","0.13333333333333333","1800.0","0.8333333333333334","0.2","438.5964912280702","28.5","2.9398115999999996","1289.3910526315788","0.3333333333333333","30","50000.0","3","6","2","1","114","5","9000.0","4","7500.0","1","1500.0","4","15000.0","5000.0","4","1","146990.58","28900","193499.0"
"10000000007","1009","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","347.82608695652175","23.0","0.25","86.95652173913044","0.25","31","48000.0","1","4","3","5","138","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","12000.0","22918","144450.0"
"10000000007","1023","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","8000.0","1.0","0.0","0.0","0.25","31","48000.0","1","4","3","4","6","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","1030","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","470.5882352941176","17.0","0.7291666666666666","343.1372549019608","0.25","31","48000.0","1","4","3","3","102","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","35000.0","23378","146750.0"
"10000000007","1060","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","1142.857142857143","7.0","0.0","0.0","0.25","31","48000.0","1","4","3","3","42","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","1102","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","470.5882352941176","17.0","0.7083333333333334","333.3333333333333","0.25","31","48000.0","1","4","3","2","102","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","34000.0","23358","146650.0"
"10000000007","1116","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","8000.0","1.0","0.3125","2500.0","0.25","31","48000.0","1","4","3","4","6","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","15000.0","22978","144750.0"
"10000000007","1125","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","347.82608695652175","23.0","0.4583333333333333","159.42028985507247","0.25","31","48000.0","1","4","3","4","138","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","22000.0","23118","145450.0"
"10000000007","1151","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","8000.0","1.0","65.625","525000.0","0.25","31","48000.0","1","4","3","4","6","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","3150000.0","85678","458250.0"
"10000000007","1180","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","1333.3333333333333","6.0","0.6458333333333334","861.1111111111111","0.25","31","48000.0","1","4","3","2","36","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","31000.0","23298","146350.0"
"10000000007","1205","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","533.3333333333334","15.0","0.0","0.0","0.25","31","48000.0","1","4","3","3","90","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","14","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","1333.3333333333333","6.0","0.0","0.0","0.25","31","48000.0","1","4","3","1","36","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","15","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","800.0","10.0","2.5","2000.0","0.25","31","48000.0","1","4","3","5","60","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","120000.0","25078","155250.0"
"10000000007","16","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","2000.0","4.0","0.0","0.0","0.25","31","48000.0","1","4","3","4","24","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","254","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","888.8888888888889","9.0","0.0","0.0","0.25","31","48000.0","1","4","3","2","54","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","0","0.0","22598","138250.0"
"10000000007","349","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","400.0","20.0","0.17383458333333332","69.53383333333333","0.25","31","48000.0","1","4","3","4","120","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","8344.06","22845","144084.0"
"10000000007","468","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","615.3846153846154","13.0","3.53391875","2174.7192307692308","0.25","31","48000.0","1","4","3","2","78","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","1","169628.1","26071","160213.0"
"10000000007","676","0.9","2.1875","0.9230769230769231","0.047619047619047616","1548.3870967741937","0.1935483870967742","8076.923076923077","0.9523809523809523","0.07692307692307693","1142.857142857143","7.0","44.397746875","50740.28214285715","0.25","31","48000.0","1","4","3","3","42","13","105000.0","12","100000.0","1","5000.0","6","18000.0","4500.0","6","2","2131091.85","65380","361359.0"
